date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:11:21	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:21%20GMT	https://www.facebook.com/ad_campaign/landing.php?placement=pflo&campaign_id=402047449186&nav_source=unknown&extra_1=auto	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/ad_campaign/landing8031.php	(from https://www.facebook.com/)
14:11:22	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:22%20GMT	https://www.facebook.com/recover/initiate/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjYzNDA0MDc4LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D&ars=facebook_login	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/recover/initiate/index43b9.html	(from https://www.facebook.com/)
14:11:22	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:22%20GMT	https://www.facebook.com/policies?ref=pf	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/policies30c2	(from https://www.facebook.com/)
14:11:22	431224/431224	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:22%20GMT	https://www.facebook.com/help/568137493302217	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/help/568137493302217.html	(from https://www.facebook.com/)
14:11:22	1542/1542	---MCZ	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2017%20Sep%202022%2008:41:23%20GMT	https://www.facebook.com/pages/create/?ref_type=registration_form	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/pages/create/indexf949.html	(from https://www.facebook.com/)
14:11:22	113988/113988	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:23%20GMT	https://www.facebook.com/reg/	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/reg/index.html	(from https://www.facebook.com/)
14:11:23	62714/62714	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:23%20GMT	https://www.facebook.com/login/	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/login/index.html	(from https://www.facebook.com/)
14:11:23	61461/61461	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:23%20GMT	https://www.facebook.com/lite/	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/lite/index.html	(from https://www.facebook.com/)
14:11:23	492209/492209	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:23%20GMT	https://www.facebook.com/help/637205020878504	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/help/637205020878504.html	(from https://www.facebook.com/)
14:11:23	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:24%20GMT	https://www.facebook.com/settings	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/settings	(from https://www.facebook.com/)
14:11:24	201950/201950	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:24%20GMT	https://www.facebook.com/places/	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/places/index.html	(from https://www.facebook.com/)
14:11:24	94581/94581	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:24%20GMT	https://www.facebook.com/games/	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/games/index.html	(from https://www.facebook.com/)
14:11:24	394810/394810	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:23%20GMT	https://www.facebook.com/watch/	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/watch/index.html	(from https://www.facebook.com/)
14:11:24	65577/65577	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:24%20GMT	https://www.facebook.com/login.php?next=https%3A%2F%2Fwww.facebook.com%2Fsettings	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/login6d9d.html	(from https://www.facebook.com/)
14:11:24	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:25%20GMT	https://www.facebook.com/marketplace/	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/marketplace/index.html	(from https://www.facebook.com/)
14:11:25	61608/61608	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:25%20GMT	https://www.facebook.com/allactivity?privacy_source=activity_log_top_menu	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/allactivity99e1	(from https://www.facebook.com/)
14:11:25	62120/62120	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:25%20GMT	https://www.facebook.com/local/lists/245019872666104/	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/local/lists/245019872666104/index.html	(from https://www.facebook.com/)
14:11:25	299940/299940	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:26%20GMT	https://www.facebook.com/biz/directory/	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/biz/directory/index.html	(from https://www.facebook.com/)
14:11:25	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:26%20GMT	https://facebook.com/security/hsts-pixel.gif?c=3.2.5	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/facebook.com/security/hsts-pixel.d88fa.delayed	(from https://www.facebook.com/)
14:11:26	282401/282401	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:26%20GMT	https://www.facebook.com/groups/explore/	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/groups/explore/index.html	(from https://www.facebook.com/)
14:11:26	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:27%20GMT	https://fbcdn.net/security/hsts-pixel.gif?c=2.5	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/fbcdn.net/security/hsts-pixel.e6ede.delayed	(from https://www.facebook.com/)
14:11:26	159470/159470	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:27%20GMT	https://www.facebook.com/fundraisers/	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/fundraisers/index.html	(from https://www.facebook.com/)
14:11:26	1542/1542	---MCZ	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2017%20Sep%202022%2008:41:27%20GMT	https://www.facebook.com/pages/create/?ref_type=site_footer	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/pages/create/index30bf.html	(from https://www.facebook.com/)
14:11:27	250031/250031	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:26%20GMT	https://www.facebook.com/votinginformationcenter/?entry_point=c2l0ZQ%3D%3D	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/votinginformationcenter/indexb3e6.html	(from https://www.facebook.com/)
14:11:27	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:27%20GMT	https://www.facebook.com/careers/?ref=pf	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/careers/index30c2.html	(from https://www.facebook.com/)
14:11:27	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:27%20GMT	https://fbsbx.com/security/hsts-pixel.gif?c=5	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/fbsbx.com/security/hsts-pixel.f6882.delayed	(from https://www.facebook.com/)
14:11:28	43/43	---M-Z	200	added ('OK')	image/gif	date:Sat,%2017%20Sep%202022%2008:41:28%20GMT	https://connect.facebook.net/security/hsts-pixel.gif	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/connect.facebook.net/security/hsts-pixel.gif	(from https://www.facebook.com/)
14:11:28	94017/94017	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:28%20GMT	https://www.facebook.com/policies/cookies/	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/policies/cookies/index.html	(from https://www.facebook.com/)
14:11:28	544784/544784	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:28%20GMT	https://www.facebook.com/policies_center/	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/policies_center/index.html	(from https://www.facebook.com/)
14:11:28	60524/60524	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:29%20GMT	https://www.facebook.com/ta1RJk	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/ta1RJk	(from https://www.facebook.com/)
14:11:29	426830/426830	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:29%20GMT	https://www.facebook.com/help/?ref=pf	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/help/index30c2.html	(from https://www.facebook.com/)
14:11:29	63360/63360	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:29%20GMT	https://www.facebook.com/u_0_4_+	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/u_0_4_+.html	(from https://www.facebook.com/)
14:11:30	10364/10364	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yr/r/hzn7ysY5C5b.js?_nc_x=Ij3Wp8lg5Kz	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/yr/r/hzn7ysY5C5b1f8e.js	(from https://www.facebook.com/)
14:11:30	567039/567039	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:28%20GMT	https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/privacy/policy/index6f75.html	(from https://www.facebook.com/)
14:11:30	7596/7596	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yV/r/8Vx6kcrTFl4.js?_nc_x=Ij3Wp8lg5Kz	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/yV/r/8Vx6kcrTFl41f8e.js	(from https://www.facebook.com/)
14:11:30	15455/15455	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yn/r/BtFkOuyDBR-.js?_nc_x=Ij3Wp8lg5Kz	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/yn/r/BtFkOuyDBR-1f8e.js	(from https://www.facebook.com/)
14:11:31	58560/58560	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3ij9m4/yX/l/en_GB/47RZ9WNwoU1.js?_nc_x=Ij3Wp8lg5Kz	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3ij9m4/yX/l/en_GB/47RZ9WNwoU11f8e.js	(from https://www.facebook.com/)
14:11:31	5739/5739	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/DJIek1tT3RT.js?_nc_x=Ij3Wp8lg5Kz	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/yL/r/DJIek1tT3RT1f8e.js	(from https://www.facebook.com/)
14:11:31	11965/11965	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yG/r/lu-TOpSu7h0.js?_nc_x=Ij3Wp8lg5Kz	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/yG/r/lu-TOpSu7h01f8e.js	(from https://www.facebook.com/)
14:11:32	29593/29593	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y0/r/Dvdf0WLRkdc.js?_nc_x=Ij3Wp8lg5Kz	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/y0/r/Dvdf0WLRkdc1f8e.js	(from https://www.facebook.com/)
14:11:32	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:32%20GMT	https://www.facebook.com/ad_campaign/landing.php?placement=pflo&campaign_id=402047449186&nav_source=unknown&extra_1=auto	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/ad_campaign/landing8031.php	(from https://www.facebook.com/?_fb_noscript=1)
14:11:32	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:32%20GMT	https://www.facebook.com/recover/initiate/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjYzNDA0MDc5LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D&ars=facebook_login	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/recover/initiate/index39c3.html	(from https://www.facebook.com/?_fb_noscript=1)
14:11:32	1203/1203	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/TwAHgQi2ZPB.png	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/yB/r/TwAHgQi2ZPB.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/D6HoGOr-p-Z.css?_nc_x=Ij3Wp8lg5Kz)
14:11:32	153/153	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/Yrq8Y9PlN02.png	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/yP/r/Yrq8Y9PlN02.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/D6HoGOr-p-Z.css?_nc_x=Ij3Wp8lg5Kz)
14:11:33	95/95	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/O7nelmd9XSI.png	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/yU/r/O7nelmd9XSI.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/D6HoGOr-p-Z.css?_nc_x=Ij3Wp8lg5Kz)
14:11:33	350/350	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/PmjSkvyqVM-.png	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/yu/r/PmjSkvyqVM-.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/D6HoGOr-p-Z.css?_nc_x=Ij3Wp8lg5Kz)
14:11:33	696/696	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/6oZO5zjhedE.png	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/yg/r/6oZO5zjhedE.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y7/l/0,cross/D6HoGOr-p-Z.css?_nc_x=Ij3Wp8lg5Kz)
14:11:33	5769/5769	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/unHwF9CkMyM.png	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/yL/r/unHwF9CkMyM.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yc/l/0,cross/G-KYbNVDsxa.css?_nc_x=Ij3Wp8lg5Kz)
14:11:34	1315/1315	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yH/r/xgVgalBG80z.png	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/yH/r/xgVgalBG80z.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yc/l/0,cross/G-KYbNVDsxa.css?_nc_x=Ij3Wp8lg5Kz)
14:11:34	24310/24310	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/wZ1RDCIZzlz.png	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/yd/r/wZ1RDCIZzlz.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/ys/l/0,cross/5DrQKf4YWX_.css?_nc_x=Ij3Wp8lg5Kz)
14:11:34	498/498	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/je5FEJkU1_K.png	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/yZ/r/je5FEJkU1_K.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/ys/l/0,cross/5DrQKf4YWX_.css?_nc_x=Ij3Wp8lg5Kz)
14:11:34	463/463	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yk/r/swFqSxKYa5M.png	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/static.xx.fbcdn.net/rsrc.php/v3/yk/r/swFqSxKYa5M.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/ys/l/0,cross/5DrQKf4YWX_.css?_nc_x=Ij3Wp8lg5Kz)
14:11:35	63593/63593	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:35%20GMT	https://www.facebook.com/^([^:/?	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/^([^_/indexd41d.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/GOI5nwDJ2Jz.js?_nc_x=Ij3Wp8lg5Kz)
14:11:35	60889/60889	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:35%20GMT	https://www.facebook.com/chrome-extension://	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/chrome-extension_/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/GOI5nwDJ2Jz.js?_nc_x=Ij3Wp8lg5Kz)
14:11:35	60428/60428	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:36%20GMT	https://www.facebook.com/GET	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/GET.25.delayed	(from https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/GOI5nwDJ2Jz.js?_nc_x=Ij3Wp8lg5Kz)
14:11:35	0/0	---M--	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:36%20GMT	https://www.facebook.com/nw/	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/nw/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/GOI5nwDJ2Jz.js?_nc_x=Ij3Wp8lg5Kz)
14:11:36	60757/60757	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:36%20GMT	https://www.facebook.com/intern/rsrc.php	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/intern/rsrc.php	(from https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/GOI5nwDJ2Jz.js?_nc_x=Ij3Wp8lg5Kz)
14:11:36	61092/61092	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:37%20GMT	https://www.facebook.com/intern/rsrc-translations.php	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/intern/rsrc-translations.php	(from https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/GOI5nwDJ2Jz.js?_nc_x=Ij3Wp8lg5Kz)
14:11:37	60561/60561	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:37%20GMT	https://www.facebook.com/rsrc.php	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/rsrc.php	(from https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/GOI5nwDJ2Jz.js?_nc_x=Ij3Wp8lg5Kz)
14:11:37	60894/60894	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2017%20Sep%202022%2008:41:38%20GMT	https://www.facebook.com/rsrc-translations.php	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/rsrc-translations.php	(from https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/GOI5nwDJ2Jz.js?_nc_x=Ij3Wp8lg5Kz)
14:11:38	0/0	---M--	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:38%20GMT	https://www.facebook.com/ajax/photos/snowlift/init.php	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/ajax/photos/snowlift/init.php	(from https://static.xx.fbcdn.net/rsrc.php/v3/ys/r/GOI5nwDJ2Jz.js?_nc_x=Ij3Wp8lg5Kz)
14:11:38	1032/1032	---MCZ	200	added ('OK')	text/xml	date:Sat,%2017%20Sep%202022%2008:41:39%20GMT	https://www.facebook.com/osd.xml	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/osd.xml	(from https://www.facebook.com/reg/)
14:11:38	87576/87576	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:39%20GMT	https://www.facebook.com/login/identify/?ctx=recover%26ars=facebook_login%26from_login_screen=0	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/login/identify/index09c1.html	(from https://www.facebook.com/recover/initiate/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjYzNDA0MDc4LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D&ars=facebook_login)
14:11:38	1542/1542	---MCZ	500	error ('Internal%20Server%20Error')	text/html	date:Sat,%2017%20Sep%202022%2008:41:39%20GMT	https://www.facebook.com/pages/create/?ref_type=registration_form	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/pages/create/indexf949.html	(from https://www.facebook.com/)
14:11:39	113818/113818	---MCZ	200	added ('OK')	text/html	date:Sat,%2017%20Sep%202022%2008:41:40%20GMT	https://www.facebook.com/r.php	C:/Users/SOHAM%20DALAL/Downloads/facebook_clone/www.facebook.com/r.html	(from https://www.facebook.com/reg/)
